Name,Charity,Registered Number,Date
T5909425710862738163,Glenfarne Community Development Trust Limited,20049355,2017-03-29
T7614576168455146412,Saint Patrick's College,20000066,2013-12-04
T7327392561423260154,Enactus Ireland,20080075,2017-09-12
T716905045151407260,Oak Language Centres Limited,20032999,2015-09-16
T329903038131279345,Oblates of Mary Immaculate,20004651,2018-09-12
T2147700071522729297,Missionary Sisters of St Columban (International) CLG,20003630,2017-08-06
T2450889462953933473,Enfield Development Group,20159030,2017-05-05
T2666838833402363413,Ballinspittle Community Centre Limited,20074340,2013-12-01
T1110474124509903455,Leitrim Arts Development Ltd,20060565,2015-07-23
T1526723382472344962,Cardiac Risk in the Young in Ireland Limited,20047511,2016-05-31
T6537965524692481101,Ballintogher N S,20134075,2019-12-02
T4425622032636824680,Dalkey N S (2),20118181,2015-12-01
T1976061818273274852,St Patrick's Missionary Society Ireland,20004231,2018-09-06
T9012855369547535372,St Patrick's Missionary Society Ireland,20004231,2014-09-04
T233185364337576680,St Patrick's Missionary Society Ireland,20004231,2014-09-04
T233185364337576680,Saint Patrick's Missionary Society Benevolent Trust,20024468,2014-09-22
T2556847101060574371,Oblates of Mary Immaculate,20004651,2018-09-12
T2674633270341516128,Oblates of Mary Immaculate,20004651,2018-09-12
T8932785561317089417,Oblates of Mary Immaculate,20004651,2018-09-12
T7164177696597783282,Oblates of Mary Immaculate,20004651,2018-09-12
T9053901544587231848,St Patrick's Missionary Society Ireland,20004231,2015-04-09
T1932037157130685186,Saint Philips Church - Milltown.,20003104,2014-04-01
T8688756843776547530,Oblates of Mary Immaculate,20004651,2018-09-12
T2831992996799686051,St Patrick's Missionary Society Ireland,20004231,2014-09-04
T2831992996799686051,Saint Patrick's Missionary Society Benevolent Trust,20024468,2014-09-01
T349983179838769161,Mission to Seafarers Ireland,20002299,2018-10-11
T231852950248264994,Abbey Presbyterian Church,20000608,2019-10-30
T6851224851704452310,Dalkey Meals-On-Wheels,20014148,2016-05-31
T5632494106529254410,Leitrim Arts Development Ltd,20060565,2014-06-16
T8566907437830547293,Enniskerry Select Vestry,20005917,2015-04-14
T184907387089502028,Enniskerry Select Vestry,20005917,2015-04-14
T572290839157358275,Ballybay Central,20134013,2015-12-01
T2539971758829423522,Cappamore Housing Association Company by Limited Guarantee,20066840,2007-02-14
T873308777083684669,Ballinrobe Community School,20149314,2016-08-31
T8172919452690297929,Ballinrobe Community School,20149314,2016-08-31
T4284943224098770649,Capuchin Provincial Account.,20009434,2013-08-01
T4420544057877414313,Abaile Autism Support Limited,20052232,2005-09-29
T7358928974146228453,C.A.R.I. Foundation - Children at Risk in Ireland,20023751,1995-04-27
T193501093526396924,Enniskerry Select Vestry,20005917,2015-04-14
T5149595242354521072,Ronanstown Women's Community Development Project Limited,20075576,2014-11-27
T2315137744812316430,Saint Philips Church - Milltown.,20003104,2017-04-04
T6400924048432598513,C.B.S. James Street,20145378,2013-09-02
T6996538632611076502,Ballinteer Educate Together NS,20082710,2013-01-01
T9219934745731716134,C.B.S.,20148287,2015-10-18
T3235247436949492102,Saint Patrick's Loreto Primary School-Bray,20014322,2004-12-01
T8692053499119755514,Ballinode Community Projects Limited,20055806,2014-09-01
T8256236342408259911,Glencree Society,20054038,2014-09-03
T8211289379138765621,Saint Philips Church - Milltown.,20003104,2014-04-01
T1883454346030821156,Dalkey Meals-On-Wheels,20014148,2013-05-08
T4436163654281676033,Enniskerry Select Vestry,20005917,2015-04-14
T8436857256179044812,2nd Ray Presbyterian Church- Manorcunningham.,20000561,1981-05-24
T2138632112535722850,Damer And Fortick Charity,20003074,2009-06-19
T1369661833412666404,Glencree Centre for Peace and Reconciliation,20009823,2018-07-27
T6923066077991117574,C.F.  Shaw Trust.,20006600,2009-01-01
T2826475229015138839,End Time Reform Ministry,20045906,2013-02-05
T6348613392432647845,Irish Second-Level Students' Union CLG,20141868,2019-07-08
T8489250450970839552,A Dogs Life,20071882,2012-10-05
T2230819899495223362,Glenswilly N S,20116132,2015-11-23
T5712063261320973674,Dalkey N S (2),20118181,2015-12-01
T4290457027142067272,Irish Rugby Football Union Charitable Trust,20010331,1978-05-15
T1990299748625400812,2nd Ray Presbyterian Church- Manorcunningham.,20000561,1981-05-24
T5140642242870744020,Irish Rugby Football Union Charitable Trust,20010331,1978-05-15
T7445279377972242302,Employment Response Northwest Limited,20062880,2010-07-08
T179586325853315465,Oaklee Housing,20044589,2018-12-11
T8649006478229687527,Enactus Ireland,20080075,2017-09-12
T8911094291211275280,Lehena Enterprises,20152918,2016-07-17
T2020156095756497284,Clonmore N S,20134822,2015-12-14
T3915097112994810534,Offaly Heritage Centre Limited,20025953,2011-01-01
T2776455247266777086,Irish Society for Christian Civilisation,20082277,2004-02-06
T4997067072369115748,Oakdene House Ltd,20024536,2008-10-21
T4790542564772884586,Ballinteer Educate Together NS,20082710,2016-11-01
T6815437084067332519,Leenane Development Association Limited,20083946,2013-09-26
T4189128441916499728,Clonmore N S,20134822,2015-12-14
T7984070881844442116,The Bryan Guinness Charitable Trust CLG,20006174,1993-09-30
T2587873306372506131,Milltownpass N S,20137168,2015-12-01
T8771222928067010821,Missionary Sisters of St Columban (Ireland) Company Limited by Guarantee ,20077044,2014-04-01
T6116158710375328952,Roscommon S P C A,20072735,2017-11-11
T98099064150916474,1st Edenderry B.P. Scouts,20164034,2008-03-05
T3380683227142459860,Capacitar Ireland Limited,20059811,2018-09-15
T6657208284778824602,A Little Lifetime Foundation,20031688,2017-04-22
T7348136054909692139,Irish Skin Foundation,20078706,2017-01-24
T9019038614697092239,Glencrow Hall,20084042,2015-03-15
T5323302120217015781,Ronald McDonald House Charities (IRL),20037000,2016-11-01
T6355011621485328999,Mission to Seafarers Ireland,20002299,2017-06-12
T1957974670539267614,Sn Sailearna,20121082,2015-12-14
T3639451357135442911,Irish Skin Foundation,20078706,2017-04-01
T7352582783911190906,Leanbh Mo Chroi,20080747,2013-01-08
T804712456126412346,Offaly Protestant Orphan Society.,20003319,2002-07-17
T3707098563373083368,Irish Practice Nurses Association,20067700,2017-10-14
T107485029329987935,Saint Philips Church - Milltown.,20003104,2014-04-01
T7800978093533788180,Ballinlough Youth Café Limited,20078829,2010-08-19
T5985765141883894881,Ballintogher N S,20134075,2016-01-04
T6273197192865714236,Leamy Endowments.,20002787,2016-07-03
T1901730593114629976,Sn Mhuire (Ballyhogue),20138400,1998-09-01
T8702804364451818919,Irish Scouting Fellowship,20080846,2012-06-05
T2209688834261625407,MILLTOWNPASS COMMUNITY ACTION GROUP,20143169,2003-06-09
T4177348569966049371,Ballybay Community Creche Company Limited by Guarantee,20064211,2015-04-13
T885748552860788163,Ronanstown Community Childcare Centre,20039288,2005-11-23
T1575639841016916552,Ballybay Cancer Society,20076085,2011-01-31
T1239488673578170989,ABACAS Kilbarrack School Parents Group,20048037,2015-09-13
T8785272698251479343,Glencrow Hall,20084042,2015-03-15
T1649057657865750898,Damer And Fortick Charity,20003074,2009-06-19
T8484936706752294230,Glenfarne Community Development Trust Limited,20049355,2017-03-29
T9209556911708403548,A Dogs Life,20071882,2012-03-01
T3023978091186050269,Leighlinbridge Housing Association Ltd,20062750,2006-02-27
T4366224149347483714,Roscommon Friendly Call Service,20165390,2008-10-10
T3539377370069593375,Ennis Schools Completion Programme Limited,20080631,2012-06-26
T1026289490172788713,Clooniquin N S,20133849,2016-02-04
T7107589485018581867,Gleneely N S,20115784,2015-12-01
T58551539661359548,Boher Community Development Association,20154943,2011-02-17
T5951194018605802083,Caragh N S,20124816,2015-12-10
T315625614476428866,Roscarbery Con N S,20112868,2015-09-15
T7696730691166447914,Daar-E-Arqam Trust,20076009,2011-03-08
T6678127835795901964,Irish Rural Link Co-Operative Society Limited,20026516,2001-01-08
T2884714880299725255,Roscommon Integrated Development Company Limited T/a Roscommon LEADER Partnership,20070878,2008-10-11
T4198025041816015237,Glenfarne Community Development Trust Limited,20049355,2002-11-04
T8626458392064148836,Clonmel Baptist Church,20069100,2009-01-11
T4271396250715225619,Rooskey N S,20133207,2015-12-08
T7370314253152124294,Saint Patrick's Missionary Society Benevolent Trust,20024468,2015-04-01
T4015917753114051117,Roscommon Home Services Co-operative Ltd,20056827,2013-07-31
T7997163496908034589,Irish Rare Breeds Society,20034122,2017-07-30
T6389200002987919898,Ennis Schools Completion Programme Limited,20080631,2012-06-26
T7998358330865994237,Saint Paul's Area Development Enterprise CLG,20021788,2008-11-12
T1479740512222399606,Glenealy Village Hall (Carnegie Trust) Company Limited by Guarantee,20038960,2009-09-08
T4056001839254827132,Roscommon County Childcare Committee,20058623,2013-09-02
T3116232223673532699,Capuchin Day Centre for Homeless People,20004835,2016-08-01
T3116232223673532699,Capuchin Day Centre for Homeless People,20166120,2017-11-13
T3116232223673532699,Capuchin Provincial Account.,20009434,2013-08-01
T4991830183931883134,TU Dublin Foundation,20045807,2014-03-03
T2608575438936283119,Ballinrobe Family Resource Centre Limited,20061456,2014-03-12
T4569274191209114653,Enniscorthy Tidy Towns Association Limited,20050078,2007-02-28
T7325746522679850819,Vincentian Fathers,20016678,2016-11-17
T1905543728159131024,CAP - Care After Prison Company Limited by Guarantee,20081003,2015-10-01
T4009427846079643915,Glengurt N S,20127251,2015-12-01
T6600778028575293493,Clonmult Community Co-Op Society Limited,20023508,2011-11-11
T105916394021989189,Ballintubber Resource Centre Limited,20054830,2002-12-19
T690584045932771060,Enable Ireland Disability Services,20006617,2006-06-20
T6741769898054981760,Capuchin Provincial Account.,20009434,2016-07-01
T6741769898054981760,Cloonbonnif N S,20133252,2015-12-01
T1262364266277281299,Roscommon Lions Community Youth Centre Limited,20066277,2008-07-10
T9043408987193551402,Irish Red Cross Society,20005184,2015-05-23
T2399619928628449100,Glenfarne Community Development Trust Limited,20049355,2002-11-04
T773648201736545070,Glencree Centre for Peace and Reconciliation,20009823,2018-07-27
T259230292816105216,Ballinrobe Civic Arts & Amenity Company Limited,20078133,2014-10-23
T976451738057828039,Légion d'Honneur Ireland,20157357,2017-03-22
T8710277088999578134,Glendalough and District Development Association,20039318,2010-05-01
T7278737151318319394,Saint Patrick's College - Cavan.,20016326,2014-10-14
T7344164513589700627,Caragh N S,20124816,2015-12-10
T3134906587395703085,Mills and Millers of Ireland,20048600,2016-10-15
T4252319744725866274,Sn Sailearna,20121082,2011-11-28
T6624912000567973293,Irish Society for Autism,20008529,2005-08-10
T1990463401178173716,Cloonfour N S,20133337,2017-10-26
T1547665684077881936,Irish Primary Principals' Network Limited,20063634,2019-02-18
T3205794346807038716,Sn Mhuire (Ballyhooly),20114213,2015-12-01
T240037448916591898,Canteen Ireland,20032180,2017-02-18
T4568628458336656384,Ennis Schools Completion Programme Limited,20080631,2012-06-26
T5997014499965695526,Sn N Sailbheastar Nfa,20118969,2007-12-01
T6159697339850214906,Abbey Vocational School - Parents Association,20017286,2017-10-10
T4112758107528457911,Glinsk Community Childcare Limited,20072315,2016-10-05
T5003413203392118907,Roscrea N S No 2,20134839,2016-12-01
T4135069182012444606,C.D.A. Trust,20047597,2015-12-07
T8642128086241546010,Offaly Heritage Centre Limited,20025953,2011-01-01
T5931332595328195151,Leenane Development Association Limited,20083946,2013-09-26
T3626372578125962113,Ballinrobe Community Playgroup Limited,20023324,2014-01-01
T2281714824659139265,Ballinrobe Civic Arts & Amenity Company Limited,20078133,2014-10-23
T5270448594944145118,Irish Red Cross Society,20005184,2015-05-23
T8692724951626668031,Irish Society for Autism,20008529,1981-06-05
T8692724951626668031,Irish Society for Autism Housing Association Limited,20065140,2006-08-25
T4745269604281671161,C.D.A. Trust,20047597,2015-12-07
T7254501189244152374,Ballintubber N S (Mayo),20129330,2016-10-01
T8869739706871881418,Irish Social Finance Centre Ltd.,20039998,2013-12-12
T8813183162808187923,Lehinch N S,20129286,2015-12-18
T318500631907300360,Enniscrone N S,20134198,2015-12-07
T7030546982108546338,Glenfarne Community Development Trust Limited,20049355,2017-03-29
T3168974005312691812,Irish Skin Foundation,20078706,2017-04-01
T467470839652306034,Roscrea N S No 2,20134839,2016-12-01
T4653875179569030715,C.b.s. Roscommon,20148164,2016-10-15
T8759093252513674866,St. Joseph's Association For The Intellectually Disabled Portrane,20027162,2020-02-13
T8319145603381917249,Irish Rule of Law International,20073541,2009-11-06
T4896650499442772995,CAP - Care After Prison Company Limited by Guarantee,20081003,2014-01-01
T6504184588290837947,Clontubrid Mixed N S,20125356,2015-12-01
T117920079421820065,Saint Raphael's Parents and Friends Association,20009960,2015-11-15
T4578899305036020509,Roscommon County Childcare Committee,20058623,2004-04-14
T1454505742765201120,Milltown N S,20109523,2015-12-01
T7374772944615893645,Clontibret Development Association,20057589,2002-03-30
T1498066303334416942,Gleneely N S,20115784,2015-12-01
T6769356313729942270,Saint Paul's School-Navan,20017804,2015-11-30
T6633174769767034092,A LUST FOR LIFE,20157913,2017-12-01
T3164667479410797673,Leanbh Mo Chroi,20080747,2016-07-02
T6235200404323442924,Glin Homes for the Elderly Limited,20052126,2012-01-23
T7652476250772329129,Glin Day Care Centre Limited,20074395,2012-12-01
T5762679267218042751,Ballinrobe Civic Arts & Amenity Company Limited,20078133,2014-10-23
T3515311183191002487,Irish Quaker Faith in Action,20019822,2019-03-02
T2865253530437239240,Leenane Development Association Limited,20083946,2013-09-26
T1793495407975416051,Roscarbery Con N S,20112868,2015-11-10
T6895061227763787241,Sn M An Croi Gan Smal,20122348,2019-12-05
T2331703140453736161,Global Action Plan CLG,20053338,2014-03-31
T618679410623407718,Saint Peters College.,20001681,2019-11-21
T4153187624956815052,Missionary Sisters of the Holy Rosary (Central Region),20014827,2018-06-01
T7973998520902812833,Missionary Sisters of the Holy Rosary (Central Region),20014827,2018-10-01
T7021030213231934153,Missionary Sisters of the Holy Rosary (Central Region),20014827,2018-06-01
T6918600108035099782,Missionary Sisters of the Holy Rosary (Central Region),20014827,2018-10-01
T8796827245093442527,Missionary Sisters of the Holy Rosary (Central Region),20014827,2018-06-01
T1149720476367886724,Irish Society for Christian Civilisation,20082277,2018-11-07
T746648214020571213,Missionary Sisters of the Holy Rosary (Generalate),20004583,2013-09-01
T3933928122229534450,Missionary Sisters of St Columban (Ireland) Company Limited by Guarantee ,20077044,2018-07-01
T4563439234759364907,Missionary Sisters of the Holy Rosary (Generalate),20004583,2018-10-02
T2278847600650465682,Misean Cara,20055325,2018-09-26
T2137030665023271675,Missionary Sisters of the Holy Rosary (Generalate),20004583,2018-10-02
T8758138000820162034,Missionary Sisters of St Columban (International) CLG,20003630,2012-05-05
T8758138000820162034,Missionary Sisters of St Columban (Ireland) Company Limited by Guarantee ,20077044,2012-04-02
T4867620411472495131,Missionary Sisters of the Holy Rosary (Generalate),20004583,2018-10-02
T3143621287447293317,Missionary Sisters of St Columban (Ireland) Company Limited by Guarantee ,20077044,2018-04-01
T3006412201436924102,Missionary Sisters of St Columban (Ireland) Company Limited by Guarantee ,20077044,2019-01-01
T918071252118830309,Capuchin Day Centre for Homeless People,20166120,2018-06-01
T2961495198592630101,Ballintubber Abbey Trust DAC,20030650,1995-03-03
T5161216223993556765,Irish Premature Babies,20076740,2017-10-26
T4840251615707655862,Daisy Chain Animal Foodbank,20141639,2015-02-01
T2964215854761366171,St. Joseph's National School (Mulhussey),20131661,2015-10-22
T4130035512665577207,Enniscorthy Community Housing CLG,20032630,2015-10-09
T740141955491878304,Mills and Millers of Ireland,20048600,2015-10-10
T862529312252210774,Roscommon Integrated Development Company Limited T/a Roscommon LEADER Partnership,20070878,2017-04-27
T6478486885445911046,Cappagh Orthopaedic Hospital Research & Development Foundation,20023201,2006-03-15
T4107445266708228522,Leargas - The Exchange Bureau.,20020330,2012-07-01
T4196629021635098543,Ballinskelligs Inshore Rescue Ltd.,20063405,2015-10-03
T3963981769158712854,Saint Wolstans Community School,20013882,2017-08-01
T3718772072182760603,Enniscorthy Community Housing CLG,20032630,2019-03-13
T7088528721983094061,Enable Ireland Disability Services,20006617,2009-09-22
T2552379391349727079,Dalkey N S (2),20118181,2017-10-02
T1742063275049723039,C.b.s. Mount Sion; Waterford,20148096,2015-10-01
T1937163381072055484,Clooniquin N S,20133849,2016-02-04
T1427746679935022561,Roscommon S P C A,20072735,2017-11-11
T666694488523688596,Glencrow Hall,20084042,2013-09-20
T5606442627038672195,Missionary Sisters Servants Of The Holy Spirit-Maynooth,20017316,2013-03-22
T600187112677575678,Cara Junior School,20139599,2017-12-01
T8465145675047961939,Roscarbery Con N S,20112868,2015-11-10
T1744462751292262601,Saint Wolstans Community School,20013882,2017-08-01
T213631228739531716,Cystinosis Foundation Ireland Limited,20053796,2003-06-06
T221233937645158801,Saint Peter's National School - Drogheda.,20018504,2015-11-17
T2782533632019980189,Dalkey Irish Heritage Town Company Limited,20026363,2002-04-18
T414197424222343107,Saint Ultan's Childcare Project Limited,20070038,2014-09-01
T9118176048731293679,C.B.S. James Street,20145378,2013-09-02
T8239231875770452621,Milltown St Patricks Day Parade Group,20156794,2016-02-16
T1859912524318868536,Irish Refugee Council,20025724,2015-03-28
T1705137335059325032,Missionary Sisters of St Columban (International) CLG,20003630,2017-08-06
T4800841206834541692,Irish Search Dogs Association,20078607,2012-04-10
T9212788852739948594,Legionaries Of Christ,20008420,2017-01-01
T127401630866869258,St. Joseph's National School (Miltown Malbay),20102302,2015-12-09
T4852444356850326538,Irish Premature Babies,20076740,2017-03-09
T2098409069725614648,Offaly School Of Special Education,20140588,2015-12-01
T5983735310864769565,Enactus Ireland,20080075,2012-05-11
T3455247048106827883,Leitrim Association For People With Disabilities,20034283,2013-10-10
T633947299121180194,Roscrea Cares Company Limited by Guarantee,20038243,2017-08-04
T2382382760132429465,Oaktree Charitable Trust,20036577,2001-06-01
T1381480566906577990,Lehinch N S,20129286,2015-12-18
T8471534294009120478,Leenane Development Association Limited,20083946,2013-09-26
T6613902302880877934,Ballybay Cancer Society,20076085,2011-01-31
T6459090384295182104,Saint Wolstans Community School,20013882,2017-08-01
T291203298820373554,Roscommon County Citizens Information Service Limited,20048815,2009-01-28
T7797346550707398265,Leitrim Association For People With Disabilities,20034283,2013-10-10
T6354305081501963520,Sn Naomh Proinnsias,20130312,2015-12-08
T4133290304280063972,Enable Ireland Disability Services,20006617,2004-09-21
T7888758390605762519,Cloonbonniffe Community Council Committee Ltd,20082413,2014-01-01
T3151661015730961414,Enable Ireland Disability Services,20006617,1993-07-13
T4876585303991048305,Roscommon Heritage Group,20165697,2017-03-01
T1866341093807800540,Ballintleva N S,20133979,2015-11-19
T1361193965880611378,Enniscorthy Christian Fellowship,20068394,2012-05-19
T4138922527187109547,Ballyadams N S,20126063,2014-09-01
T6229968831793676258,Óglaigh Náisiúnta Na hÉireann Cuideachta Faoi Theorainn Ráthaíochta,20044268,2016-09-24
T173014139519285344,Leamy Endowments.,20002787,1982-06-24
T2368084014680402356,Óglaigh Náisiúnta Na hÉireann Cuideachta Faoi Theorainn Ráthaíochta,20044268,2013-06-08
T1886756773652818630,Leighlinbridge Community Childcare Limited,20063771,2005-09-29
T1886756773652818630,Leighlinbridge Housing Association Ltd,20062750,2006-02-27
T5751717523611471131,St. Joseph's Penny Dinner Fund Trust,20053055,2012-04-23
T6273037367367000595,Clonmel Resource Centre,20032722,2009-05-20
T6237420162571045456,Cappamore Housing Association Company by Limited Guarantee,20066840,2007-02-14
T2826103167688169797,Saint Peters Parish Almshouse Charity-Dublin,20022976,2018-04-30
T6548782484633710268,Cloonbonniffe Community Council Committee Ltd,20082413,2016-02-01
T1234787445754809891,Offaly Money Advice and Budgeting Service Limited,20055745,2011-01-20
T2863442057194499978,Saint Paul's Special School-Beaumont,20013097,2016-01-21
T965573928907001282,C.b.s. Thurles,20148409,2014-10-15
T3435835929691475681,Ballinrobe Community Playgroup Limited,20023324,2014-01-01
T5871356692550281476,Milltown Housing Association Limited,20038397,1998-03-06
T5773155204159229310,Carbery Agricultural Society,20006655,1972-01-01
T5575663460650061975,Daingean Community Childcare Services Limited,20059767,2015-05-12
T2421964342227290838,Sn Mhic Dara,20122614,2015-11-19
T7714490081121241344,Clonmel Horse Show and Agricultural Society Limited,20041274,2002-02-01
T236183847725342763,Legal Aid Board,20012489,2016-11-08
T3970570345347454314,Ballinrobe Community School,20149314,2016-08-31
T4411801390782588370,Cappoquin Community Development Company Ltd.,20028121,1993-05-01
T9202013280510438725,Offaly Integrated Local Development Company Limited,20072551,2007-12-05
T7883266885137048173,Obair Newmarket-On-Fergus Limited.,20026738,2008-06-25
T3632389194293257923,Roscommon Integrated Development Company Limited T/a Roscommon LEADER Partnership,20070878,2008-10-11
T7274516140921528261,Ballintubber Resource Centre Limited,20054830,2002-12-19
T5617131697353467640,Irish Red Cross Society,20005184,2015-05-23
T2616180468893121312,C.B.S.,20148287,2015-10-15
T1194767973573044074,Irish School Of Ecumenics,20009359,2015-05-19
T119760435139487416,Abbeydorney Development Company CLG,20150129,2004-01-28
T8796250431496293601,Energy Action Limited,20024109,2002-02-10
T8559577764159409373,Offaly Domestic Violence Support Service,20038021,2014-09-02
T5302071783578435529,Ballintubber Abbey Trust DAC,20030650,2011-02-23
T3506117361206684605,Milltown N S,20109523,2015-12-01
T5816478684287549741,Ognisko Polskie CLG,20013271,2014-07-15
T2333968914299327564,Sn Nicolais Naofa,20139117,2016-01-26
T1453652100580945898,Ballintubber N S,20133634,2019-12-20
T4531176193492444922,Sn Seamus Naofa,20122577,2015-12-01
T3573534130565832598,St. Joseph's National School (Miltown Malbay),20102302,2015-12-09
T7414236343295540062,Enniscorthy Christian Fellowship,20068394,2020-01-27
T5123272687133355330,Cloone/ Aughavas Community Childcare Limited,20045999,2015-09-21
T272157750727769082,Ballintotas N S,20112929,2019-12-01
T6243618288066543245,Milltown Housing Association Limited,20038397,1998-03-06
T6983656607142405574,Glenfarne Community Development Trust Limited,20049355,2017-03-29
T2902356265858610926,1st Edenderry B.P. Scouts,20164034,2002-09-12
T257357390052252483,1st Edenderry B.P. Scouts,20164034,2009-09-13
T4987825829359642431,Sn Naomh Samhthann,20115395,2016-09-01
T3074652865234649354,Leitrim Animal Welfare,20045357,2003-04-04
T7402809884557180639,Irish Radiation Research Society,20035372,2013-09-03
T4547049782159593285,Ballivor Community Childcare Limited,20047702,2014-07-03
T3875989095027947340,Abbeycarton Ns,20134037,2015-12-04
T4755652735387314683,Ballintubber Community Playground Company Limited by Guarantee,20162917,2017-06-16
T3628943418843009325,Ballintogher N S,20134075,2019-12-02
T6675157526601386381,Roscommon S P C A,20072735,2018-01-13
T1058283223131883992,St. Joseph's Girls National School,20112073,2015-12-07
T2862016484258682854,Ballon Rathoe Childcare Facility Limited,20074289,2009-04-03
T4750783315415491490,Enniscorthy Community Housing CLG,20032630,2014-04-22
T6899289105787049576,Oatlands College,20144999,2018-09-01
T5191612989775072665,Empowerment Plus Limited,20074043,2009-03-31
T7643797433425258617,Ballintotas N S,20112929,2015-12-01
T8854187445973807141,Clonmore N S,20134822,2015-12-14
T1993538555574410055,Ognisko Polskie CLG,20013271,1986-04-24
T4658056275687773488,Leamy Endowments.,20002787,2002-09-12
T772951840454835197,C.H.A.F. Limited,20076467,2006-12-12
T5170953952823339049,ABACAS Kilbarrack School Parents Group,20048037,2014-09-03
T5710792626398757826,Mission to Seafarers Ireland,20002299,2001-09-30
T2593363082586074501,80:20 Educating And Acting For A Better World Limited,20034221,2019-03-26
T4072731140447091360,Miniature Schnauzer Rescue Ireland,20106256,2015-12-12
T5277272607739610140,Dalkey N S (2),20118181,2019-12-02
T8600010264921068216,Glenbeigh Community Council Limited,20075941,2000-10-09
T5003712257571986127,Ballinode tidy towns,20163976,2013-01-01
T1320572537690351839,Leamy Endowments.,20002787,2012-07-01
T7637401372282281766,St. Joseph's National School (Mulhussey),20131661,2015-10-22
T3031765851302490348,Clonmel Horse Show and Agricultural Society Limited,20041274,1985-02-01
T5649855279583138391,C.b.s. Roscommon,20148164,2016-10-15
T2784907442438339951,Leebeen Park Development CLG,20054021,2003-05-22
T3642684933222082707,Offaly Money Advice and Budgeting Service Limited,20055745,2015-03-23
T6715979642602220110,Milltown St Patricks Day Parade Group,20156794,2016-02-16
T8694503531170606909,Oaklee Housing,20044589,2010-10-30
T1185552990773195156,Glengad Community Association Limited,20039509,2000-02-17
T4385344339210670914,St. Joseph's National School (Mulhussey),20131661,2015-10-22
T7689906804234417548,Clonmel Polish School,20079833,2009-06-07
T942348808945558095,Roscommon Heritage Group,20165697,2017-03-01
T6971460696734987577,Ronanstown Community Childcare Centre,20039288,2009-02-02
T6971460696734987577,Ronanstown Women's Community Development Project Limited,20075576,2014-11-27
T4355987828557915914,C.J. Kickham Band Limited,20048624,2016-04-25
T4530475080565293405,C.A.S.A. Break Houses.,20027599,2016-03-02
T4978592357151061597,Rooskey N S,20133207,2011-12-13
T1494296785997813802,Ballybay Community Creche Company Limited by Guarantee,20064211,2015-11-13
T9143269224607663973,Cardiac Risk in the Young in Ireland Limited,20047511,2014-09-01
T5527378774118382609,Clontibret N S,20132033,2015-11-30
T2513246729521651491,Caoimhin Naofa N S,20139018,2015-12-01
T1578549013452644194,Cloontagh Mixed N S,20128388,2015-11-16
T5006331474029112724,Milltown Community Care Association,20026219,2000-11-01
T4351882190560834771,Oakdene House Ltd,20024536,2015-06-16
T5902503262866575633,Mission to Seafarers Ireland,20002299,2000-03-14
T858735219534990325,Milltownpass N S,20137168,2015-12-01
T858735219534990325,Dalystown N S,20137137,2016-01-19
T4786755771256579941,Saint Patrick's College,20000066,2017-10-03
T783839097950485621,Ballinrobe Community School,20149314,2016-08-31
T4704361978735256485,Oaklee Housing,20044589,2015-06-30
T3426930686956799427,2nd Ray Presbyterian Church- Manorcunningham.,20000561,1981-05-24
T8804831369894104487,Rosbrien Suicide Awareness Group,20046880,2002-01-31
T3035904204553795070,Mission to Seafarers Ireland,20002299,2017-06-12
T6927898851931937710,Sn Seamus Naofa,20122577,2015-12-01
T9216370969549757193,Miltown Malbay Development Company Limited By Guarantee,20159382,2017-04-11
T1666071352731955667,Ballivor Community Childcare Limited,20047702,2001-05-14
T7006106035488429970,Glencrow Hall,20084042,2015-03-15
T2788363924060975017,Caoimhin Naofa N S,20139018,2011-12-01
T5559540316520592253,Glencrow Hall,20084042,2015-03-15
T7237828065627706473,2nd Ray Presbyterian Church- Manorcunningham.,20000561,1981-05-24
T1613422852080944263,Oakdene House Ltd,20024536,1985-05-28
T1613422852080944263,Irish Rural Link Co-Operative Society Limited,20026516,2015-06-29
T2267532951750595638,Ogonnelloe National School,20110710,2015-12-01
T8543458433364392411,Glenbeg N S,20136598,2010-09-01
T88644625638657925,Abbey Presbyterian Church,20000608,2011-06-17
T8057558999347708718,Saint Philomena's National School,20019310,2015-12-01
T5660990832642437421,Ennistymon National School,20111250,2016-01-26
T3068051563372827120,Milltown St Patricks Day Parade Group,20156794,2016-02-16
T1392472676025708525,Glenbrohane N S,20127473,2016-01-04
T1723965694932262308,Ballybeg Community Development Project Company Limited by Guarantee,20031992,2016-03-23
T6304726232506358437,Leenane Development Association Limited,20083946,2013-09-26
T4217387349972368716,Glencrow Hall,20084042,2015-03-15
T582588210097756609,A Little Hope,20108069,2015-08-04
T3782712218947010297,Caoga Senior Citizens Social Club,20058555,2007-01-01
T5385492236416309737,A Little Hope,20108069,2015-08-04
T4499815795193771070,Roscommon Community Playgroup Limited,20029777,2011-10-20
T6888689621244631623,Learning Hub Limerick Limited,20063436,2015-06-01
T1224187942018141335,Glenties Community Playgroup,20037673,2017-07-03
T554522063732222889,Oesophageal Cancer Research Fund,20047726,2001-08-01
T36752276704694451,Glenties Community Playgroup,20037673,2015-09-30
T457206022334021053,Glenties Community Playgroup,20037673,2015-11-30
T3212099128755265129,C.b.s. Secondary School,20146184,2014-11-13
T5866988569899254173,Milltown Defibrillator Group,20073343,2009-11-09
