Name,Charity,Registered Number,Date
T6256832066133460333,Offaly Centre for Independent Living,20043568,2016-11-30
T209608858101635475,Ballintrillick Environmental Group Company Limited by Guarantee,20035112,2017-06-20
T467175175366146240,Ronanstown Women's Community Development Project Limited,20075576,2014-11-27
T6999625760110495056,Leebeen Park Development CLG,20054021,2004-12-22
T2360101789374498873,Ennis Schools Completion Programme Limited,20080631,2015-02-12
T6629245094670059169,Enable Ireland Disability Services,20006617,2019-05-08
T8079249339932737006,Roscara Housing Association Limited,20032586,2013-01-01
T8937155088043912366,Global Action Plan CLG,20053338,2015-06-08
T453725555072203521,Oak Language Centres Limited,20032999,2013-05-30
T453725555072203521,Dal Riada Language Centre Limited,20032982,2013-05-30
T431748350103467012,Sn Mhuire (Ballyhogue),20138400,2016-09-01
T7552782460405172586,Offaly Protestant Orphan Society.,20003319,2007-10-03
T2142519087659377660,Clonmany Enterprise Development Limited,20032135,2004-04-01
T8595203496251586127,Roscommon Lions Community Youth Centre Limited,20066277,2008-07-10
T7334567683223453955,Enactus Ireland,20080075,2013-01-16
T8305812536331636282,Ballyadams N S,20126063,2015-12-14
T1972784741119106626,Roscommon County Childcare Committee,20058623,2014-05-14
T194677078100281110,Saint Paul's Area Development Enterprise CLG,20021788,2014-04-23
T2712222075537138292,Ballinrobe Family Resource Centre Limited,20061456,2016-03-08
T7561586402833411016,Glencorrib N S,20130350,2015-12-01
T2982003505567295849,Cardiac Risk in the Young in Ireland Limited,20047511,2010-03-01
T3915932836683020462,Ballintubber N S,20133634,2019-12-20
T2542691737836742031,Saint Philomena's National School,20019310,2015-12-01
T6949063387229740414,Glenswilly N S,20116132,2011-11-23
T6703176594781781567,Saint Patrick's National School - Crossmolina.,20018306,2015-12-07
T6932407340100373590,Sn Iosef Naofa,20110857,1997-12-15
T4728831542436149119,St. Johnston/ Carrigans Resource Group Limited.,20037420,2012-03-26
T2928293181405177827,Caoga Senior Citizens Social Club,20058555,2007-01-01
T6971253229361248089,Clonmel Community Parent Support Programme,20045227,2004-02-25
T463651922866996064,Glenbeigh Community Council Limited,20075941,2000-10-09
T463651922866996064,Glenbrohane Community Association,20141790,2015-01-01
T8041923237197891376,Sn Nicolais Naofa,20139117,2016-01-26
T8883521507234534033,Dalkey Irish Heritage Town Company Limited,20026363,2015-04-21
T8325354937727249052,Ballivor Community Childcare Limited,20047702,2014-01-01
T415954560162283785,Mills and Millers of Ireland,20048600,2015-10-10
T1548880875118983853,Cappamore Housing Association Company by Limited Guarantee,20066840,2007-02-14
T3857736718061919831,Óglaigh Náisiúnta Na hÉireann Cuideachta Faoi Theorainn Ráthaíochta,20044268,2012-06-16
T4699646357799083269,Roscommon County Citizens Information Service Limited,20048815,2015-12-16
T1198041057578067896,Sn Iosef Naofa,20110857,2015-11-30
T3817928093836424347,Ennis Old Folks Club.,20011611,2017-09-01
T5270352833584343175,St. Joseph's Boyle Pastoral Council CLG,20058166,2016-03-01
T7725017319992726581,C.H.A.F. Limited,20076467,2019-01-01
T1384097299014893954,Glengad Community Association Limited,20039509,2000-02-17
T8579396410939718491,Clonmany Enterprise Development Limited,20032135,1999-03-19
T1884879342519010691,Mills and Millers of Ireland,20048600,2015-10-10
T3483799198084176803,Saint Ultan's Childcare Project Limited,20070038,2008-11-10
T117623902645697636,OGONNELLOE COMMUNITY CENTRE CLG,20160760,2014-09-25
T8123519836407942410,Irish Primary Principals' Network Limited,20063634,2014-11-13
T3240680944937490735,Ogonnelloe National School,20110710,2015-12-01
T8165808037866923405,Rosbrien Suicide Awareness Group,20046880,2004-02-01
T819761894488688795,Ballybay Central NS,20132460,2017-09-01
T7830276740215951389,Milltown N S,20109523,2011-12-01
T6943447099063897385,Roscommon Lions Community Youth Centre Limited,20066277,2008-07-10
T4518878706914494374,Glenfarne Community Development Trust Limited,20049355,2017-03-29
T9041160811255788381,Glenealy I.T. Centre Limited,20042882,1998-10-21
T6224655385108225037,Ballybay Central NS,20132460,2016-02-09
T8954204053201039029,Rosary College,20145811,2016-10-24
T633032480419958802,Clooniquin N S,20133849,2016-09-01
T2834420476198240297,Irish Rule of Law International,20073541,2017-07-26
T542354302563601675,Rooskey N S,20133207,2015-12-08
T4094290173060720528,Irish Primary Principals' Network Limited,20063634,2014-11-13
T6763901443203755327,Saint Ultan's Childcare Project Limited,20070038,2008-11-10
T5793723961293777653,Ennistymon National School,20111250,2015-12-08
T3988856962872418757,Learning Hub Limerick Limited,20063436,2008-06-01
T8782629766490851783,Enniskerry Select Vestry,20005917,2015-04-14
T7809228708468810509,Enactus Ireland,20080075,2016-09-13
T4232887202130761759,Roscrea N S No 2,20134839,2016-12-01
T2260642340546233990,Irish Practice Nurses Association,20067700,2017-10-14
T7597158109991311974,Roscrea N S No 2,20134839,2016-12-01
T101272061784380022,Irish Search Dogs Association,20078607,2012-04-10
T3063777070417951457,Milltown Childcare Centre Company Limited by Guarantee,20029883,2016-10-17
T7047147817928893765,1428 CLUB,20043735,2009-04-16
T2999471428360803722,Saint Philips Church - Milltown.,20003104,2014-04-01
T7443078162489554150,Cystic Fibrosis Registry of Ireland,20065638,2011-07-08
T1756462488341962591,Roscarbery Con N S,20112868,2015-11-10
T802219244750248628,Legal Aid Board,20012489,2016-11-08
T3563162891990983320,Glenbrohane Community Association,20141790,2015-01-01
T5823583213827951661,Enfield Development Group,20159030,2016-07-07
T5823583213827951661,Enniscrone N S,20134198,2015-12-07
T5392510396039161449,Légion d'Honneur Ireland,20157357,2017-03-22
T2718461321788296180,Abbey Theatre Amharclann Na Mainistreach,20038984,2016-10-24
T8543362992815073691,C.R.O.S.S.,20052850,2017-01-01
T3932746182174324620,22Q11 Ireland Support Group Limited,20066109,2007-10-17
T7459268914450802972,Ballybunion Community Centre Limited,20021320,2016-11-01
T8227547376970530146,Cloughjordan Active Retirement Association (C.A.R.A),20051563,2016-02-02
T6760335154493559715,Ognisko Polskie CLG,20013271,1986-04-24
T5384875596012452943,C.b.s. Secondary School,20146184,2014-11-13
T4577621423403766207,80:20 Educating And Acting For A Better World Limited,20034221,2015-01-06
T1730170331848854665,Irish Refugee Council,20025724,2014-03-19
T2605392709985855260,Enniskerry Select Vestry,20005917,2015-04-14
T8369123588049804210,Glenmaquin No 2 N S,20114794,2015-12-02
T5070890289077889943,Caoimhin Naofa N S,20139018,2015-12-01
T6149871089137049835,Sn Muine Mhea,20122416,2011-11-01
T1455935514999526348,Saint Peter's National School - Drogheda.,20018504,2015-11-17
T6739434919592469275,Enniskerry Select Vestry,20005917,2016-04-16
T7768175080282628081,Min A Ghabhann N S,20115265,2015-11-02
T1013296824916048411,Offaly Heritage Centre Limited,20025953,2017-05-18
T3052053309903810163,Ennistymon National School,20111250,2015-12-08
T6926257807255642393,Milltown Community Care Association,20026219,2000-11-01
T7047431446103696502,Damer And Fortick Charity,20003074,2009-06-19
T8536868199065768509,Dalkey Meals-On-Wheels,20014148,2016-05-31
T3328374403093528541,Irish Premature Babies,20076740,2017-10-26
T7679041075650966615,Clonmel And District Wheelchair Society,20023805,2016-04-28
T1907824804752947145,Ballon Rathoe Childcare Facility Limited,20074289,2009-04-03
T2177746820434041858,Ballybay Central,20134013,2015-12-01
T3323153237578323849,Capacitar Ireland Limited,20059811,2019-09-23
T2941773238786706372,Ennistymon National School,20111250,2015-12-08
T6481379393831555041,Offaly County Childcare Committee Limited,20049782,2016-07-21
T5386936089312598425,Glinsk Community Childcare Limited,20072315,2016-10-05
T2895996914515542329,Boher Community Development Association,20154943,2014-02-05
T2618447765583992775,Leim an Bhradain Housing Association Company Limited,20052461,2013-07-26
T5966587751126832656,Offaly Heritage Centre Limited,20025953,2011-01-01
T1953081640813731036,Saint Philips Church - Milltown.,20003104,2014-04-01
T5359250268081023098,Dalkey School Project Trust,20010386,1979-08-14
T1484401102626351623,Cara Junior School,20139599,2016-09-01
T7554098767973951581,St. Joseph's National School (Mulhussey),20131661,2015-10-22
T878157446414220819,Clonmany Agricultural Sheepdog Association Limited,20054151,1999-08-06
T5934924173407286862,Ballybay Central,20134013,2015-12-01
T1219934922462134026,Leargas - The Exchange Bureau.,20020330,2012-07-01
T2351465873251694520,Saint Patrick's College - Cavan.,20016326,2014-10-14
T4430122833370230038,Saint Philips Church - Milltown.,20003104,2014-04-01
T7011436774485664451,Clonmany Enterprise Development Limited,20032135,2006-10-23
T7020315545225080720,Clonmel Baptist Church,20069100,2013-03-23
T6951861736823381967,Offaly Hospice Foundation Limited,20025540,1991-06-07
T398418098594003169,Saint Peter's National School - Drogheda.,20018504,2016-11-22
T7335052789085487448,St. Johns Senior National School,20138738,2015-09-01
T3090535764119660798,Missionaries of Africa (white Fathers) Company Limited by Guarantee,20008864,2006-09-01
T358455054000841064,Saint Paul's Area Development Enterprise CLG,20021788,2004-02-09
T6247058667513620417,Ballintrillick Environmental Group Company Limited by Guarantee,20035112,2016-06-26
T3223884824554477409,Ballinode Community Projects Limited,20055806,2014-09-01
T4729761345503521965,Carbery Housing Association Company Limited by Guarantee,20048174,2015-09-21
T7862025443325757162,TU Dublin Foundation,20045807,2017-03-31
T7333116811667851067,C.b.s. Mount Sion; Waterford,20148096,2015-10-01
T7722924012898279591,Abbeycarton Ns,20134037,2015-12-04
T9011567683825508677,Offaly Domestic Violence Support Service,20038021,2014-09-02
T6353840974268227727,Dalkey Community Pre-school Group,20055899,2015-11-04
T3009324945464310910,Cloonfad N S,20133535,2016-11-01
T5960139143065431095,Ennistymon National School,20111250,2016-10-27
T6177680420987299261,Leitrim Animal Welfare,20045357,2002-04-05
T2199880462259161668,Daar-E-Arqam Trust,20076009,2011-03-08
T6174447061828088929,Min A Ghabhann N S,20115265,2015-11-02
T3201084930183626745,Saint Peters Schools and Mrs. Wrays Schools.,20002213,2016-04-03
T3407115716871998091,C.A.R.I. Foundation - Children at Risk in Ireland,20023751,2016-01-28
T2920060387730709207,Leitrim Association For People With Disabilities,20034283,2009-11-30
T8542228735748622437,St. Joseph's National School (Mulhussey),20131661,2015-10-22
T5473833820311680601,Saint Philips Church - Milltown.,20003104,2014-04-01
T4152020173628652691,Abbeycarton Ns,20134037,2015-12-04
T2902569927819616238,MILLTOWNPASS COMMUNITY ACTION GROUP,20143169,2003-06-09
T4632759805162549622,Leargas - The Exchange Bureau.,20020330,2017-09-14
T949708408941682687,Irish Scouting Fellowship,20080846,2015-12-16
T9015063546266922151,Carbery Housing Association Company Limited by Guarantee,20048174,2014-06-06
T8351938860575603962,MILLTOWNPASS COMMUNITY ACTION GROUP,20143169,2003-06-09
T7445917093400585809,Oak Language Centres Limited,20032999,2016-03-01
T6064408550601033693,Abaile Autism Support Limited,20052232,2005-09-29
T3151872751155864983,C.R.O.S.S.,20052850,2016-01-01
T7004193987776518351,Scoil Phádraig,20016135,2016-11-01
T8550504183075267771,Roscrea N S No 2,20134839,2015-12-01
T8932823644693839068,Rosary College,20145811,2018-01-29
T3557525965657101997,CanTalk,20142247,2014-09-23
T2981402427508283011,Irish Society for Autism,20008529,2009-03-20
T7926522086827169942,Cara House Family Resource Centre Ltd,20075651,2010-02-03
T2393763264515513489,Mission to Seafarers Ireland,20002299,2009-01-01
T362006078918340012,Glengoole Community Development Association Ltd,20056421,2004-09-05
T4351893376301092198,Offaly Money Advice and Budgeting Service Limited,20055745,2012-12-12
T2042526994922855468,Cara House Family Resource Centre Ltd,20075651,2013-03-19
T9197039833874720808,Roscarbery Con N S,20112868,2015-11-10
T8033833210866900516,Canteen Ireland,20032180,2015-07-25
T6549817869638340611,Leargas - The Exchange Bureau.,20020330,2012-07-01
T2750986435984186151,C.b.s. Thurles,20148409,2017-11-15
T1256471170893236929,Rosbeg/Downstrands Care of the Aged Committee,20045760,1980-01-01
T5217020412721472785,Óglaigh Náisiúnta Na hÉireann Cuideachta Faoi Theorainn Ráthaíochta,20044268,2015-06-16
T8194797328257011582,Glengoole Community Development Association Ltd,20056421,2004-09-05
T6899247352133116673,Clontubrid Mixed N S,20125356,2019-12-01
T2262804148453779667,Dalystown N S,20137137,2016-01-19
T5172975761638724070,2nd Ray Presbyterian Church- Manorcunningham.,20000561,2001-02-04
T7169358403991580982,Ballivor Community Childcare Limited,20047702,2014-07-03
T4135171125205499675,Óglaigh Náisiúnta Na hÉireann Cuideachta Faoi Theorainn Ráthaíochta,20044268,2016-09-24
T4121921657623863640,Cappamore Housing Association Company by Limited Guarantee,20066840,2007-02-14
T1229584596017267129,Saint Paul's School-Navan,20017804,2012-11-30
T7349314482000991114,Carbery Agricultural Society,20006655,1972-01-01
T3058879236507410564,Saint Peter's National School - Drogheda.,20018504,2015-11-17
T2395582362305644797,Mills and Millers of Ireland,20048600,2015-10-10
T2180579686177083190,Canteen Ireland,20032180,2015-07-25
T4972875070335422807,A Sense of Cork Mid-Summer Arts Festival Limited,20075514,2013-01-07
T5219307901252989241,Abbey Theatre Amharclann Na Mainistreach,20038984,2017-07-31
T2414242957497655228,Irish Society for Autism,20008529,1986-06-14
T2414242957497655228,Irish Society for Autism Housing Association Limited,20065140,2006-08-25
T3684673075039399353,Ballinode Catering and Services Limited,20039523,2015-06-01
T562399652812207107,2nd Ray Presbyterian Church- Manorcunningham.,20000561,2001-02-04
T3584950266405379699,Ognisko Polskie CLG,20013271,1986-04-24
T3513506272596880246,Cloonfour N S,20133337,2017-10-26
T1626583770683630565,Ognisko Polskie CLG,20013271,2014-07-15
T6926454397712446306,A-Z Children Limited,20053406,2013-12-14
T7347780486761119850,Daar-E-Arqam Trust,20076009,2011-03-08
T8682496994736098445,Leinster Printmaking Studio Limited,20037499,2009-02-01
T6851787101590489544,Clonmel Baptist Church,20069100,2016-03-20
T3378998880071104299,Cappagh Community Creche Limited,20066345,2012-10-01
T3206750494973390570,Dalkey N S (2),20118181,2015-12-01
T4829767307029831449,Ballon Rathoe Childcare Facility Limited,20074289,2009-04-03
T6285715459989177260,Abbey Presbyterian Church,20000608,1989-09-17
T320958984749164642,Daisy Chain Animal Foodbank,20141639,2015-02-01
T9011888366054440374,Enable Ireland Sandymount School,20139711,2015-11-01
T314772514412345141,Saint Ultan's Childcare Project Limited,20070038,2015-07-14
T4031491352313512621,Leanbh Mo Chroi,20080747,2016-07-02
T8327274658359339723,Irish Skin Foundation,20078706,2017-04-01
T3276385804307038643,Ballyadams N S,20126063,2015-12-14
T908318897471380395,Dalkey N S (2),20118181,2018-09-03
T4805024542720137363,Glenstal Abbey School,20084516,2016-10-25
T4619808231133835499,Irish Social Finance Centre Ltd.,20039998,1998-08-04
T8758288237596845802,Saint Ultan's Childcare Project Limited,20070038,2008-11-10
T8175171285761503195,Irish Social Finance Centre Ltd.,20039998,2013-12-12
T8377847840482688256,St. Joseph's Foundation,20016104,2014-10-13
T8666967167271443424,Ballinteer Educate Together NS,20082710,2015-02-09
T3661637913007195658,Leamy Endowments.,20002787,2013-06-20
T4831249304902264987,Enable Ireland Disability Services,20006617,2019-05-08
T1492428037901802000,Glenbrohane N S,20127473,2016-01-04
T4067121743199791128,TU Dublin Foundation,20045807,2001-05-11
T6512073453903627132,Carbally community Development project,20141240,2016-01-20
T2307841090649411482,Clonmany Agricultural Sheepdog Association Limited,20054151,1999-08-06
T1337877028704097885,Ballinteer Educate Together NS,20082710,2019-12-01
T2934408828168976114,C.B.S.,20148287,2015-10-15
T8559263706287565688,C.D.A. Trust,20047597,2015-12-07
T6502856483449833090,Ballinspittle Community Centre Limited,20074340,2005-03-21
T4848249959795981092,Glenbeigh Community Council Limited,20075941,2013-10-29
T308959428142604673,Ballintubber Community Playground Company Limited by Guarantee,20162917,2017-06-19
T2286219284787602353,Roscommon County Citizens Information Service Limited,20048815,2007-10-24
T5412270785433969780,Cloughjordan Active Retirement Association (C.A.R.A),20051563,2016-02-02
T8008745869525533102,Roscrea Cares Company Limited by Guarantee,20038243,2017-08-04
T8185605860974873048,Saint Patrick's College - Cavan.,20016326,2014-10-14
T8485202372282755938,Missionary Sisters Servants Of The Holy Spirit-Maynooth,20017316,2013-03-22
T3178920422642868182,Enniscorthy Christian Fellowship,20068394,2019-05-13
T6998239577710200093,Roscommon Community Playgroup Limited,20029777,2012-11-09
T5389820486967089172,Glenswilly N S,20116132,2011-11-23
T37159335188160907,Sn Muine Mhea,20122416,2016-09-01
T1240609701901771109,Irish Search Dogs Association,20078607,2012-04-10
T8019975521433094513,Glengurt N S,20127251,2015-12-01
T6962394781178808287,Ballinode Catering and Services Limited,20039523,2011-05-19
T4119158708347503441,C.B.S. James Street,20145378,2013-09-02
T7051027725405859411,Cloonfad N S,20133535,2016-11-01
T2346076521800596346,Offaly School Of Special Education,20140588,2015-12-01
T895566600700122006,Ballintogher N S,20134075,2019-12-02
T5627557788126523420,Saint Patrick's Loreto Primary School-Bray,20014322,1996-12-01
T2145337523640791737,Caragh N S,20124816,2015-12-10
T1264158225512843351,Leitrim Association For People With Disabilities,20034283,2015-02-02
T5619314650827747772,Saint Philomena's National School,20019310,2018-10-04
T936366178902969108,C.b.s. Roscommon,20148164,2016-10-15
T2519383886785296535,Clonmore N S,20134822,2015-12-14
T6814077575384942582,Cloonfour N S,20133337,2017-10-26
T3113395837449986421,Irish Rugby Football Union Charitable Trust,20010331,2011-11-24
T9209071196649478295,Glin Homes for the Elderly Limited,20052126,2002-10-03
T7395447012723762427,Abbey Theatre Amharclann Na Mainistreach,20038984,2018-07-15
T3346228638050620049,Leave No Trace (Ireland),20082178,2015-02-17
T3873857466043784139,Clooniquin N S,20133849,2016-02-04
T8406871083432470876,Oaklee Housing,20044589,2016-03-30
T1867993067472278112,Glenbrohane N S,20127473,2016-01-04
T5489019710985553519,Clonmore Community Centre Ltd,20076276,2010-06-14
T536555675899171968,Cystic Fibrosis Registry of Ireland,20065638,2011-07-08
T2880448330149234277,Captain Francis O'Neill Memorial Limited,20043377,1999-06-09
T7508336864015039527,Mills and Millers of Ireland,20048600,2015-10-10
T2481991525181757956,Ennis Schools Completion Programme Limited,20080631,2012-06-26
T7179084257504173959,Enable Ireland Disability Services,20006617,1992-12-16
T6581268109643915937,C.A.R.I. Foundation - Children at Risk in Ireland,20023751,2015-09-17
T6730038351869839807,Ballinode Catering and Services Limited,20039523,2012-05-24
T4960568149942281065,Glin Day Care Centre Limited,20074395,2009-08-13
T2381473672050186855,Oaklee Housing,20044589,2018-10-03
T3830505561597039799,C.b.s. Roscommon,20148164,2013-10-15
T4382696443253931312,Irish School Of Ecumenics,20009359,2015-05-19
T5380329753641647742,Mills and Millers of Ireland,20048600,2015-10-10
T2990988156177631480,Caoimhin Naofa N S,20139018,2015-12-01
T8356027669873229383,2nd Ray Presbyterian Church- Manorcunningham.,20000561,1981-05-24
T4682923043509274816,Daingean Community Childcare Services Limited,20059767,2015-05-12
T4682923043509274816,Glin Day Care Centre Limited,20074395,2009-08-13
T4682923043509274816,Glin Homes for the Elderly Limited,20052126,2002-10-03
T4596768825942995222,Roscommon Lions Community Youth Centre Limited,20066277,2008-07-10
T1866385133226864840,Saint Patrick's College,20000066,2013-12-04
T1464326333023712415,Clooniquin N S,20133849,2016-09-01
T7576771735413203242,Saint Patrick's College - Cavan.,20016326,2014-10-14
T2747860061842248024,Ballinode Community Projects Limited,20055806,2014-09-01
T5838486627991046305,Ballinskelligs Community Care,20047214,2004-04-01
T2551357511785447692,Roscrea Cares Company Limited by Guarantee,20038243,2017-08-04
T6028218766695859591,Ballintubber Abbey Trust DAC,20030650,2007-02-01
T2812895889234397682,Cloonfad N S,20133535,2016-11-01
T7498799320244539830,Glendalough and District Development Association,20039318,2013-09-01
T4422160534815895440,Irish Rugby Football Union Charitable Trust,20010331,2002-06-28
T2934512591953624291,Employment Response Northwest Limited,20062880,2004-10-15
T8594869167259384631,Milltownpass N S,20137168,2016-12-01
T6084272290539624043,Clonroche N S,20137731,2015-12-01
T2545288649773423987,Mills and Millers of Ireland,20048600,2015-10-10
T2556608911098005746,Clonroche N S,20137731,1998-03-26
T663723311564983739,Abbeycarton Ns,20134037,2015-12-04
T8199676459808971912,Saint Patrick's College,20000066,2003-03-11
T7122803427424044381,Offaly Integrated Local Development Company Limited,20072551,2007-12-05
T7122803427424044381,Sn Muine Mhea,20122416,2011-11-01
T5602029082114343532,Roscrea Abbey Community Centre Limited,20074050,2010-07-13
T721716964070529949,Clonmel Voluntary Housing Association Limited,20023812,1989-04-24
T4831839723084319831,Clonmore Community Centre Ltd,20076276,2010-06-14
T7653781671252948161,Sn Paroiste Maitiu Nfa,20117139,2015-11-19
T8661509204683954448,Glenmaquin No 2 N S,20114794,2015-12-02
T8921197285042303906,Leitrim Arts Development Ltd,20060565,2005-08-22
T7387425829653719569,Sn Naomh Samhthann,20115395,2016-02-03
T6341363558157678897,Glenfarne Community Development Trust Limited,20049355,2017-04-03
T1590295656951484662,Glenealy Village Hall (Carnegie Trust) Company Limited by Guarantee,20038960,2009-09-08
T6367373467357523734,Empowerment Plus Limited,20074043,2018-11-30
T9176987915455913106,Abbeycarton Ns,20134037,2015-12-04
T6259197561005850702,Roscommon Integrated Development Company Limited T/a Roscommon LEADER Partnership,20070878,2013-04-04
T1493595862041462866,Ballinskelligs Community Care,20047214,2015-11-04
T1493595862041462866,Ennis N S,20110536,2014-11-03
T6824069699697762036,Sn N Sailbheastar Nfa,20118969,2007-12-01
T1971943653387012204,Enable Ireland Disability Services,20006617,2005-04-11
T7706777926555578303,Cloonloo Development 2000 Limited,20051273,2000-08-23
T4797078918362549634,Sn Naomh Proinnsias,20130312,2015-12-01
T4898515256020763172,Glendalough and District Development Association,20039318,1998-01-13
T4668698978135177380,Obair Newmarket-On-Fergus Limited.,20026738,2013-04-17
T1915716080698220540,C.A.R.I. Foundation - Children at Risk in Ireland,20023751,2012-11-22
T1915716080698220540,Sn Na Leanai,20136642,2016-09-03
T3512275855889326140,Miltown Malbay Development Company Limited By Guarantee,20159382,2017-04-11
T8885754212927348238,C.R.O.S.S.,20052850,2016-01-01
T7351464822272898106,Leitrim Association For People With Disabilities,20034283,2007-03-28
T4461159708962392495,22Q11 Ireland Support Group Limited,20066109,2013-10-01
T4715961625485251402,Saint Ultan's Childcare Project Limited,20070038,2009-04-01
T6372992911891660434,Irish Rule of Law International,20073541,2016-01-27
T2534776656041452391,C.D.A. Trust,20047597,2015-12-07
T236226574350312988,Capuchin Provincial Account.,20009434,2013-08-01
T8618190047536691317,Sn Naomh Proinnsias,20130312,2015-12-01
T1057056884403961091,Enniskerry Select Vestry,20005917,2015-04-14
T4432333692247915357,Carbally community Development project,20141240,2016-01-20
T4518505006819814062,Irish Radiation Research Society,20035372,2013-09-03
T732587026020914236,Legionaries Of Christ,20008420,2017-01-01
T1460081431837958184,Offaly Domestic Violence Support Service,20038021,2014-09-02
T1787539297590849901,Glenstal Abbey School,20084516,2016-09-29
T2925714768090502772,Ballybay Central NS,20132460,2016-02-09
T6313646810488001878,Cloonloo Development 2000 Limited,20051273,2000-08-23
T4730801370917439879,Oak Language Centres Limited,20032999,2015-09-16
T4730801370917439879,Legionaries Of Christ,20008420,2015-08-01
T4730801370917439879,Dal Riada Language Centre Limited,20032982,2015-09-15
T1430897498332911381,Glenswilly N S,20116132,2012-03-01
T4906568003038799201,Glin Day Care Centre Limited,20074395,2011-06-29
T4906568003038799201,Glin Homes for the Elderly Limited,20052126,2011-07-11
T2751901911733791510,Glencrow Hall,20084042,2015-03-15
T2056042616642293378,Clonmore Community Centre Ltd,20076276,2014-01-29
T8846935738516385096,Irish Practice Nurses Association,20067700,2017-10-14
T8071588592814656580,Roscommon County Citizens Information Service Limited,20048815,2007-10-24
T4211728170139254494,A Dogs Life,20071882,2015-10-13
T2458171075504500297,Ballintubber Resource Centre Limited,20054830,2002-12-19
T8417173023791808058,Clontibret N S,20132033,2015-11-30
T4073282116651991007,St. Johns Senior National School,20138738,2015-09-01
T3517619088011242064,Enniskerry Select Vestry,20005917,2015-04-14
T4342504248162601645,Enniskerry Select Vestry,20005917,2015-04-14
T6572785034093452562,Dalkey Community Pre-school Group,20055899,2008-02-22
T8616148200889464835,Saint Philips Church - Milltown.,20003104,2017-04-04
T7090796140830430898,Ballintubber N S,20133634,2019-12-20
T3161935452394809056,Oesophageal Cancer Research Fund,20047726,2001-08-01
T6602558868965217222,Clontibret N S,20132033,2015-11-30
T4666595990637222045,Irish Red Cross Society,20005184,2016-07-09
T8021174187871676581,Leanbh Mo Chroi,20080747,2016-07-02
T4744053977875665531,Irish Road Victims' Association,20100070,2018-03-18
T5420737154470116693,Endometriosis Association Of Ireland,20021672,2017-06-02
T3917879491841612584,C.B.S. James Street,20145378,2013-09-02
T7987945137023101956,Miscarriage Association Of Ireland,20024420,1995-05-01
T221030484533815074,Irish School Of Ecumenics,20009359,2015-05-19
T2935668807218667274,Misean Cara,20055325,2019-06-26
T998286809053690517,Glendalough and District Development Association,20039318,2014-05-01
T2591512109545255046,Offaly County Childcare Committee Limited,20049782,2015-02-05
T2821218661208369700,Ogonnelloe National School,20110710,2015-12-01
T6793909530380342586,Saint Peters Schools and Mrs. Wrays Schools.,20002213,2016-04-08
T5665148041713192704,Ballon Rathoe Childcare Facility Limited,20074289,2009-04-03
T2408106767872429620,Saint Philips Church - Milltown.,20003104,2014-04-01
T566926961206546109,Irish Road Victims' Association,20100070,2012-09-18
T3310886231627174460,Ballybay Central NS,20132460,2016-02-09
T6066013364510790437,Ballintubber N S (Mayo),20129330,2016-10-01
T236086572409759434,Saint Patrick's National School - Crossmolina.,20018306,2015-12-07
T4940009760799934989,Scoil Phádraig,20016135,2016-11-01
T5840285739941453506,Missionaries of Africa (white Fathers) Company Limited by Guarantee,20008864,2016-07-28
T1872994975927110662,Cara Rescue Dogs Limited,20080983,2011-11-14
T8247924387692286104,St. Joseph's Foundation,20016104,2011-09-26
T6956569473443690634,A LUST FOR LIFE,20157913,2017-08-08
T1714236485317066626,Sn Mhic Dara,20122614,2015-11-26
T4959182973843756807,Cloonfad Playground,20158286,2017-05-14
T6845529609977355790,Glenbrohane N S,20127473,2016-01-04
T4477537125458451257,Ballintubber Abbey Trust DAC,20030650,2002-04-30
T1136550400814604168,Cloonbonnif N S,20133252,2015-12-01
T5527010638968071603,Clonroche N S,20137731,2015-12-01
T1184124150299000460,Millstreet and District Housing Association Limited,20026349,2012-02-14
T1184124150299000460,Milltown Community Care Association,20026219,2000-11-01
T7779321731834914258,Endometriosis Association Of Ireland,20021672,2013-12-04
T4570607065807010556,C.B.S.,20148287,2015-10-18
T2943113096051305538,Missionary Sisters of St Columban (International) CLG,20003630,2017-08-06
T2121256298209268951,Cara Iorrais Teoranta,20074609,2015-09-11
T8524649565760569368,St. Joseph's Girls National School,20112073,2015-12-07
T3474382366535099181,Roscommon Tidy Towns Association,20164089,2017-01-01
T430879377053454821,Saint Patrick's College - Cavan.,20016326,2014-10-14
T7603306008002865260,Cloonfour N S,20133337,2017-10-26
T6184070654364643907,Leighlinbridge Community Childcare Limited,20063771,2014-09-08
T5646406673108675538,2nd Ray Presbyterian Church- Manorcunningham.,20000561,2001-02-04
T2608055086008600434,C.b.s. Thurles,20148409,2017-11-15
T4175731512256015693,Cloontagh Mixed N S,20128388,2015-11-16
T8621036577766079007,Cappagh Orthopaedic Hospital Research & Development Foundation,20023201,2015-02-15
T5141328989849836063,Saint Patrick's Loreto Primary School-Bray,20014322,2015-12-01
T903455769973589176,Roscrea N S No 2,20134839,2015-12-01
T8369541248941478075,Irish Skin Foundation,20078706,2017-01-15
T1295436795893772312,Sn Mhuire (Ballyhogue),20138400,2016-09-01
T2766348454883678443,Oaklee Housing,20044589,2018-10-03
T5363065836555273845,Leamy Endowments.,20002787,2015-01-24
T2842633795157297071,Misean Cara,20055325,2019-06-25
T3237881376619873071,Caragh N S,20124816,2015-12-10
T447331228770250668,Roscommon Older People Council,20165260,2015-06-01
